,COREF,start_token,end_token,prop,cat,text,character_name
48,32,533,534,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
49,32,538,538,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
55,32,573,573,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
61,32,675,675,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
62,32,683,683,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
64,32,698,698,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
65,32,701,701,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
67,32,708,708,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
68,32,712,712,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
72,32,755,756,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
80,32,813,814,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
82,32,821,821,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
84,32,844,844,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
137,32,1371,1372,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
139,32,1379,1379,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
143,32,1417,1417,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
144,32,1433,1433,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
145,32,1437,1437,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
148,32,1450,1450,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
150,32,1460,1460,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
151,32,1466,1466,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
155,32,1488,1488,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
158,32,1500,1500,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
159,32,1508,1508,PRON,PER,himself,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
161,32,1522,1522,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
163,32,1531,1531,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
165,32,1539,1539,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
169,32,1560,1560,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
170,32,1569,1569,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
171,34,1577,1578,PROP,PER,Jem Rodney,Jem Rodney
173,34,1590,1590,PRON,PER,he,Jem Rodney
175,34,1595,1595,PRON,PER,he,Jem Rodney
176,32,1597,1598,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
177,32,1608,1608,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
180,32,1636,1636,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
181,34,1638,1638,PRON,PER,he,Jem Rodney
182,32,1641,1641,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
184,32,1653,1653,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
185,32,1656,1656,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
186,32,1660,1660,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
187,32,1663,1663,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
188,32,1669,1669,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
189,32,1686,1686,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
190,32,1690,1690,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
192,32,1698,1698,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
194,34,1732,1732,PROP,PER,Jem,Jem Rodney
195,34,1734,1734,PRON,PER,he,Jem Rodney
196,32,1747,1747,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
197,35,1754,1755,PROP,PER,Squire Cass,old Squire Cass
201,32,1769,1769,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
202,36,1790,1793,PROP,PER,the argumentative Mr. Macey,the argumentative Mr. Macey
205,36,1801,1801,PRON,PER,his,the argumentative Mr. Macey
225,37,1986,1987,PROP,PER,Master Marner,Old Master Marner
226,37,1989,1989,PRON,PER,his,Old Master Marner
227,37,2000,2000,PRON,PER,he,Old Master Marner
228,34,2007,2008,PROP,PER,Jem Rodney,Jem Rodney
230,32,2026,2026,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
231,38,2029,2030,PROP,PER,Sally Oates,Sally Oates
232,38,2034,2034,PRON,PER,her,Sally Oates
234,38,2041,2041,PRON,PER,her,Sally Oates
235,38,2049,2049,PRON,PER,her,Sally Oates
236,38,2059,2059,PRON,PER,she,Sally Oates
238,32,2068,2068,PRON,PER,He,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
240,32,2074,2074,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
241,32,2078,2078,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
242,32,2090,2090,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
244,32,2105,2105,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
245,32,2110,2110,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
246,32,2115,2115,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
247,32,2121,2121,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
251,32,2145,2145,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
252,32,2148,2148,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
259,32,2185,2185,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
260,32,2210,2210,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
263,32,2232,2232,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
265,32,2257,2258,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
272,37,2302,2303,PROP,PER,Master Marner,Old Master Marner
273,37,2316,2316,PRON,PER,he,Old Master Marner
275,37,2325,2325,PRON,PER,himself,Old Master Marner
276,32,2331,2331,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
277,32,2338,2338,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
278,32,2348,2348,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
279,32,2380,2380,PRON,PER,His,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
280,32,2384,2384,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
288,32,2464,2464,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
293,32,2486,2486,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
295,32,2509,2509,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
296,32,2512,2512,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
297,32,2560,2560,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
298,32,2561,2561,PRON,PER,himself,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
299,32,2567,2567,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
302,32,2588,2588,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
304,32,2614,2614,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
305,32,2622,2622,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
306,32,2631,2631,PRON,PER,himself,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
309,32,2652,2652,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
311,32,2684,2684,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
313,32,2708,2708,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
314,32,2727,2727,PRON,PER,He,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
315,32,2731,2731,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
319,32,2752,2752,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
320,32,2762,2762,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
321,32,2797,2797,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
323,32,2817,2817,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
325,32,2828,2828,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
327,32,2840,2840,PRON,PER,himself,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
328,32,2844,2844,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
335,41,2876,2877,PROP,PER,William Dane,William Dane
343,41,2930,2930,PROP,PER,William,William Dane
344,32,2933,2933,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
346,41,2937,2937,PRON,PER,he,William Dane
347,32,2942,2942,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
348,32,2972,2972,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
349,41,3021,3022,PROP,PER,William Dane,William Dane
351,32,3041,3041,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
352,32,3044,3044,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
353,41,3063,3063,PROP,PER,William,William Dane
354,41,3066,3066,PRON,PER,he,William Dane
355,41,3078,3078,PRON,PER,his,William Dane
356,41,3081,3081,PRON,PER,he,William Dane
357,41,3085,3085,PRON,PER,he,William Dane
360,32,3140,3142,PROP,PER,the unsuspecting Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
361,32,3152,3152,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
362,32,3165,3165,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
366,32,3199,3199,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
367,38,3201,3201,PROP,PER,Sarah,Sally Oates
368,41,3206,3206,PROP,PER,William,William Dane
371,32,3224,3224,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
372,32,3246,3246,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
373,32,3248,3248,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
375,41,3253,3253,PROP,PER,William,William Dane
377,32,3272,3272,PRON,PER,He,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
378,32,3277,3277,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
380,32,3297,3297,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
382,32,3302,3302,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
383,32,3308,3308,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
384,32,3311,3311,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
386,32,3334,3334,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
388,32,3339,3339,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
389,38,3353,3353,PROP,PER,Sarah,Sally Oates
390,32,3357,3357,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
391,32,3381,3381,PRON,PER,He,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
392,38,3383,3383,PRON,PER,her,Sally Oates
393,38,3385,3385,PRON,PER,she,Sally Oates
395,38,3394,3394,PRON,PER,she,Sally Oates
398,38,3427,3427,PROP,PER,Sarah,Sally Oates
406,32,3476,3476,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
407,32,3479,3479,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
408,41,3487,3487,PROP,PER,William,William Dane
411,32,3520,3520,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
412,32,3525,3525,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
413,32,3530,3530,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
414,32,3544,3544,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
416,32,3559,3559,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
418,32,3578,3578,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
419,32,3580,3580,PRON,PER,himself,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
420,32,3582,3582,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
421,41,3605,3605,PROP,PER,William,William Dane
422,32,3613,3613,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
427,32,3637,3637,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
428,32,3641,3641,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
429,32,3645,3645,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
430,41,3649,3649,PROP,PER,William,William Dane
431,41,3655,3655,PRON,PER,his,William Dane
432,32,3666,3666,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
433,32,3673,3673,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
435,41,3676,3676,PROP,PER,William,William Dane
436,32,3681,3681,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
439,32,3689,3689,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
442,32,3703,3703,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
444,32,3727,3727,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
448,32,3747,3747,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
449,43,3749,3749,PROP,PER,God,God Almighty
451,32,3755,3755,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
453,32,3771,3771,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
454,32,3775,3775,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
455,32,3777,3777,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
456,32,3780,3780,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
457,32,3786,3786,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
458,32,3789,3789,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
459,32,3794,3794,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
460,32,3801,3801,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
461,32,3806,3806,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
462,32,3814,3814,PRON,PER,He,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
463,32,3821,3821,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
468,32,3898,3898,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
469,32,3905,3905,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
470,43,3909,3909,PROP,PER,God,God Almighty
471,32,3912,3912,PRON,PER,me,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
472,32,3914,3914,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
473,32,3930,3930,PRON,PER,me,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
474,32,3932,3932,PRON,PER,my,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
477,32,3944,3944,PRON,PER,my,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
478,41,3949,3950,PROP,PER,William Dane,William Dane
479,32,3952,3952,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
480,41,3962,3962,PROP,PER,William,William Dane
482,32,3976,3976,PRON,PER,you,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
483,32,3978,3979,PROP,PER,brother Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
487,32,4000,4000,PRON,PER,you,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
488,41,4003,4004,PROP,PER,William Dane,William Dane
490,41,4009,4009,PRON,PER,he,William Dane
491,41,4019,4019,PRON,PER,his,William Dane
492,32,4025,4025,PRON,PER,you,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
493,32,4026,4026,PRON,PER,yourself,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
494,41,4029,4029,PRON,PER,he,William Dane
495,32,4038,4038,PRON,PER,you,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
496,32,4046,4046,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
497,32,4053,4053,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
498,32,4061,4061,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
499,32,4066,4066,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
500,32,4075,4075,PRON,PER,you,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
501,32,4079,4079,PRON,PER,me,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
503,32,4092,4092,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
504,32,4107,4107,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
505,32,4112,4112,PRON,PER,me,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
506,32,4114,4114,PRON,PER,my,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
508,32,4118,4118,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
509,41,4135,4136,PROP,PER,William Dane,William Dane
510,32,4154,4154,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
512,41,4160,4160,PROP,PER,William,William Dane
513,41,4162,4162,PRON,PER,his,William Dane
516,32,4176,4176,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
517,41,4184,4184,PRON,PER,him,William Dane
518,41,4190,4190,PROP,PER,William,William Dane
520,41,4205,4205,PRON,PER,you,William Dane
521,32,4208,4208,PRON,PER,me,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
522,43,4214,4214,PROP,PER,God,God Almighty
523,32,4217,4217,PRON,PER,me,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
525,41,4225,4225,PROP,PER,William,William Dane
526,41,4230,4230,PRON,PER,I,William Dane
532,32,4254,4254,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
533,32,4259,4259,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
535,32,4268,4268,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
536,32,4272,4272,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
537,32,4280,4280,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
538,32,4296,4296,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
539,32,4302,4302,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
540,41,4308,4308,PROP,PER,William,William Dane
541,32,4311,4311,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
542,32,4320,4320,PRON,PER,my,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
543,41,4324,4324,PROP,PER,William,William Dane
544,41,4328,4328,PRON,PER,I,William Dane
545,32,4333,4333,PRON,PER,you,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
547,32,4348,4348,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
548,32,4358,4358,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
549,32,4365,4365,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
550,32,4370,4370,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
551,32,4375,4375,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
552,43,4380,4380,PROP,PER,God,God Almighty
553,32,4383,4383,PRON,PER,me,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
566,32,4492,4492,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
567,32,4495,4495,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
569,32,4500,4500,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
570,32,4520,4520,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
571,32,4525,4525,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
574,32,4539,4540,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
575,32,4545,4545,PRON,PER,He,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
577,32,4575,4575,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
579,32,4587,4587,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
581,32,4601,4601,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
582,41,4604,4605,PROP,PER,William Dane,William Dane
583,32,4619,4619,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
584,32,4622,4622,PRON,PER,my,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
585,32,4627,4627,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
586,41,4636,4636,PRON,PER,you,William Dane
587,32,4638,4638,PRON,PER,I,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
588,32,4645,4645,PRON,PER,my,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
589,41,4650,4650,PRON,PER,You,William Dane
590,41,4657,4657,PRON,PER,you,William Dane
591,32,4667,4667,PRON,PER,my,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
592,41,4671,4671,PRON,PER,you,William Dane
593,43,4683,4683,PROP,PER,God,God Almighty
596,41,4713,4713,PROP,PER,William,William Dane
597,41,4718,4718,PRON,PER,I,William Dane
601,41,4734,4734,PRON,PER,I,William Dane
602,45,4741,4741,PRON,PER,you,Poor Marner
603,32,4743,4743,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
604,45,4746,4747,PROP,PER,Poor Marner,Poor Marner
605,45,4754,4754,PRON,PER,his,Poor Marner
606,43,4761,4761,PROP,PER,God,God Almighty
608,45,4780,4780,PRON,PER,his,Poor Marner
609,45,4784,4784,PRON,PER,he,Poor Marner
610,45,4787,4787,PRON,PER,himself,Poor Marner
612,45,4795,4795,PRON,PER,me,Poor Marner
613,45,4801,4801,PRON,PER,he,Poor Marner
615,45,4813,4813,PRON,PER,him,Poor Marner
617,45,4822,4822,PRON,PER,his,Poor Marner
621,32,4883,4883,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
622,32,4906,4906,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
623,32,4918,4918,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
624,32,4924,4924,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
625,32,4935,4935,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
629,32,4963,4963,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
631,32,4984,4984,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
633,38,5006,5006,PROP,PER,Sarah,Sally Oates
634,38,5011,5011,PRON,PER,her,Sally Oates
635,45,5014,5014,PRON,PER,his,Poor Marner
636,32,5020,5020,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
637,32,5030,5030,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
641,32,5054,5054,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
642,38,5059,5059,PROP,PER,Sarah,Sally Oates
643,38,5062,5062,PRON,PER,she,Sally Oates
644,38,5064,5064,PRON,PER,her,Sally Oates
645,32,5067,5067,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
646,32,5072,5072,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
648,32,5088,5088,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
649,38,5102,5102,PROP,PER,Sarah,Sally Oates
650,41,5106,5107,PROP,PER,William Dane,William Dane
653,32,5123,5124,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
672,32,5303,5304,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
673,32,5307,5307,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
674,32,5309,5309,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
678,32,5326,5326,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
682,32,5346,5346,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
684,32,5366,5366,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
687,32,5404,5404,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
691,32,5527,5527,PROP,PER,Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
693,32,5535,5535,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
695,43,5543,5543,PROP,PER,God,God Almighty
699,32,5556,5556,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
713,32,5702,5703,PROP,PER,Silas Marner,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
726,32,5783,5783,PROP,PER,Silas,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
730,32,5819,5819,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
731,32,5823,5823,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
734,32,5847,5847,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
736,32,5870,5870,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
737,32,5881,5881,PRON,PER,he,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
738,32,5900,5900,PRON,PER,him,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
739,32,5906,5906,PRON,PER,His,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
740,32,5917,5917,PRON,PER,his,"father Silas , who had taken her golden curls for his lost guineas brought back to him"
