,COREF,start_token,end_token,prop,cat,text,character_name
7703,115,49109,49109,PRON,PER,Your,Mr. Dorian Gray
7705,113,49125,49125,PROP,PER,Basil,Basil Hallward
7706,113,49127,49127,PRON,PER,you,Basil Hallward
7707,115,49130,49130,PRON,PER,me,Mr. Dorian Gray
7708,115,49134,49135,PROP,PER,Dorian Gray,Mr. Dorian Gray
7709,115,49138,49138,PRON,PER,I,Mr. Dorian Gray
7710,115,49140,49140,PRON,PER,I,Mr. Dorian Gray
7711,115,49148,49148,PRON,PER,His,Mr. Dorian Gray
7712,115,49163,49163,PRON,PER,He,Mr. Dorian Gray
7713,113,49169,49170,PROP,PER,Basil Hallward,Basil Hallward
7715,115,49180,49180,PROP,PER,Dorian,Mr. Dorian Gray
7719,115,49204,49204,PRON,PER,you,Mr. Dorian Gray
7720,115,49218,49218,PRON,PER,you,Mr. Dorian Gray
7721,115,49225,49225,PRON,PER,you,Mr. Dorian Gray
7722,113,49230,49230,PROP,PER,Basil,Basil Hallward
7727,113,49258,49258,PRON,PER,you,Basil Hallward
7728,115,49267,49267,PRON,PER,you,Mr. Dorian Gray
7730,115,49275,49275,PROP,PER,Dorian,Mr. Dorian Gray
7732,115,49282,49282,PRON,PER,you,Mr. Dorian Gray
7733,115,49284,49284,PRON,PER,your,Mr. Dorian Gray
7736,115,49306,49306,PRON,PER,you,Mr. Dorian Gray
7737,115,49308,49308,PRON,PER,You,Mr. Dorian Gray
7742,115,49331,49331,PRON,PER,you,Mr. Dorian Gray
7744,115,49341,49341,PRON,PER,you,Mr. Dorian Gray
7746,115,49348,49348,PRON,PER,you,Mr. Dorian Gray
7750,115,49361,49361,PRON,PER,you,Mr. Dorian Gray
7751,115,49364,49364,PRON,PER,you,Mr. Dorian Gray
7753,115,49370,49370,PRON,PER,you,Mr. Dorian Gray
7756,115,49384,49384,PRON,PER,you,Mr. Dorian Gray
7757,115,49396,49396,PRON,PER,You,Mr. Dorian Gray
7765,115,49475,49475,PRON,PER,you,Mr. Dorian Gray
7767,115,49486,49486,PRON,PER,you,Mr. Dorian Gray
7770,115,49512,49512,PRON,PER,you,Mr. Dorian Gray
7771,215,49519,49519,PROP,PER,Adrian,Adrian Singleton
7774,115,49530,49530,PRON,PER,You,Mr. Dorian Gray
7778,115,49552,49552,PRON,PER,your,Mr. Dorian Gray
7781,115,49591,49591,PRON,PER,you,Mr. Dorian Gray
7782,115,49593,49593,PRON,PER,you,Mr. Dorian Gray
7783,115,49607,49607,PRON,PER,your,Mr. Dorian Gray
7784,115,49612,49612,PRON,PER,your,Mr. Dorian Gray
7785,115,49630,49630,PRON,PER,your,Mr. Dorian Gray
7796,115,49687,49687,PROP,PER,Dorian,Mr. Dorian Gray
7801,115,49722,49722,PRON,PER,You,Mr. Dorian Gray
7802,115,49730,49730,PRON,PER,you,Mr. Dorian Gray
7804,112,49741,49741,PROP,PER,Harry,Lord Henry Wotton
7817,115,49831,49831,PRON,PER,you,Mr. Dorian Gray
7829,115,49930,49930,PRON,PER,your,Mr. Dorian Gray
7832,115,49945,49945,PRON,PER,you,Mr. Dorian Gray
7834,115,49953,49953,PRON,PER,you,Mr. Dorian Gray
7835,115,49964,49964,PRON,PER,You,Mr. Dorian Gray
7837,115,49972,49972,PROP,PER,Dorian,Mr. Dorian Gray
7839,115,49979,49979,PRON,PER,you,Mr. Dorian Gray
7841,112,49985,49985,PROP,PER,Harry,Lord Henry Wotton
7842,115,49989,49989,PRON,PER,you,Mr. Dorian Gray
7843,115,49997,49998,PROP,PER,Dorian Gray,Mr. Dorian Gray
7844,115,50009,50009,PRON,PER,his,Mr. Dorian Gray
7845,115,50017,50017,PRON,PER,his,Mr. Dorian Gray
7846,115,50025,50025,PRON,PER,He,Mr. Dorian Gray
7847,115,50033,50033,PRON,PER,he,Mr. Dorian Gray
7849,115,50051,50051,PRON,PER,him,Mr. Dorian Gray
7850,115,50056,50056,PRON,PER,he,Mr. Dorian Gray
7851,115,50057,50057,PRON,PER,himself,Mr. Dorian Gray
7853,112,50070,50071,PROP,PER,Lord Henry,Lord Henry Wotton
7854,112,50085,50085,PRON,PER,He,Lord Henry Wotton
7856,115,50107,50107,PRON,PER,him,Mr. Dorian Gray
7857,113,50130,50130,PRON,PER,me,Basil Hallward
7858,115,50132,50132,PROP,PER,Dorian,Mr. Dorian Gray
7859,113,50136,50136,PROP,PER,Hallward,Basil Hallward
7860,115,50140,50140,PRON,PER,you,Mr. Dorian Gray
7861,115,50150,50150,PRON,PER,you,Mr. Dorian Gray
7862,113,50157,50157,PRON,PER,I,Basil Hallward
7863,113,50164,50164,PRON,PER,he,Basil Hallward
7864,113,50172,50172,PRON,PER,me,Basil Hallward
7865,115,50180,50180,PRON,PER,you,Mr. Dorian Gray
7866,113,50184,50184,PRON,PER,my,Basil Hallward
7867,115,50192,50192,PROP,PER,Dorian,Mr. Dorian Gray
7868,115,50194,50194,PRON,PER,his,Mr. Dorian Gray
7869,115,50198,50198,PRON,PER,You,Mr. Dorian Gray
7870,115,50202,50202,PRON,PER,me,Mr. Dorian Gray
7871,113,50205,50205,PROP,PER,Basil,Basil Hallward
7872,115,50207,50207,PRON,PER,I,Mr. Dorian Gray
7873,115,50212,50212,PRON,PER,you,Mr. Dorian Gray
7874,115,50222,50222,PRON,PER,You,Mr. Dorian Gray
7875,115,50238,50238,PRON,PER,you,Mr. Dorian Gray
7876,115,50248,50248,PROP,PER,Dorian,Mr. Dorian Gray
7877,115,50250,50250,PRON,PER,You,Mr. Dorian Gray
7879,113,50257,50257,PRON,PER,my,Basil Hallward
7880,113,50263,50263,PRON,PER,my,Basil Hallward
7881,113,50267,50267,PRON,PER,I,Basil Hallward
7882,113,50274,50274,PRON,PER,I,Basil Hallward
7883,115,50277,50277,PRON,PER,you,Mr. Dorian Gray
7884,115,50281,50281,PRON,PER,you,Mr. Dorian Gray
7885,113,50288,50288,PRON,PER,me,Basil Hallward
7886,115,50291,50291,PRON,PER,you,Mr. Dorian Gray
7887,113,50294,50294,PRON,PER,I,Basil Hallward
7888,115,50297,50297,PRON,PER,you,Mr. Dorian Gray
7889,115,50301,50301,PRON,PER,My,Mr. Dorian Gray
7891,113,50303,50303,PROP,PER,Basil,Basil Hallward
7892,115,50307,50307,PROP,PER,Dorian,Mr. Dorian Gray
7893,113,50312,50312,PRON,PER,you,Basil Hallward
7894,115,50314,50314,PRON,PER,me,Mr. Dorian Gray
7895,113,50318,50318,PRON,PER,you,Basil Hallward
7896,113,50321,50321,PRON,PER,you,Basil Hallward
7897,115,50323,50323,PRON,PER,me,Mr. Dorian Gray
7898,113,50351,50351,PRON,PER,I,Basil Hallward
7899,113,50363,50363,PRON,PER,me,Basil Hallward
7902,113,50391,50391,PRON,PER,you,Basil Hallward
7903,115,50394,50394,PROP,PER,Dorian,Mr. Dorian Gray
7904,113,50396,50396,PRON,PER,You,Basil Hallward
7905,113,50407,50407,PRON,PER,you,Basil Hallward
7906,113,50429,50429,PRON,PER,you,Basil Hallward
7907,113,50433,50433,PRON,PER,you,Basil Hallward
7908,113,50444,50444,PRON,PER,You,Basil Hallward
7909,115,50446,50446,PRON,PER,I,Mr. Dorian Gray
7911,113,50450,50450,PROP,PER,Basil,Basil Hallward
7913,113,50461,50461,PRON,PER,You,Basil Hallward
7914,112,50464,50464,PROP,PER,Harry,Lord Henry Wotton
7916,112,50475,50475,PROP,PER,Harry,Lord Henry Wotton
7918,112,50489,50489,PROP,PER,Harry,Lord Henry Wotton
7919,112,50491,50491,PRON,PER,his,Lord Henry Wotton
7920,112,50499,50499,PRON,PER,his,Lord Henry Wotton
7924,112,50528,50528,PROP,PER,Harry,Lord Henry Wotton
7927,113,50540,50540,PRON,PER,you,Basil Hallward
7928,113,50542,50542,PROP,PER,Basil,Basil Hallward
7929,113,50546,50546,PRON,PER,You,Basil Hallward
7930,115,50550,50550,PRON,PER,me,Mr. Dorian Gray
7931,113,50559,50559,PRON,PER,You,Basil Hallward
7932,115,50561,50561,PRON,PER,my,Mr. Dorian Gray
7934,115,50569,50569,PROP,PER,Dorian,Mr. Dorian Gray
7938,113,50592,50592,PRON,PER,you,Basil Hallward
7939,113,50594,50594,PROP,PER,Basil,Basil Hallward
7941,113,50602,50602,PRON,PER,you,Basil Hallward
7943,113,50628,50628,PRON,PER,you,Basil Hallward
7944,113,50641,50641,PRON,PER,you,Basil Hallward
7945,113,50643,50643,PRON,PER,I,Basil Hallward
7946,113,50649,50649,PROP,PER,Hallward,Basil Hallward
7947,113,50659,50659,PRON,PER,I,Basil Hallward
7948,113,50662,50662,PRON,PER,you,Basil Hallward
7949,113,50666,50666,PRON,PER,me,Basil Hallward
7950,113,50681,50681,PRON,PER,I,Basil Hallward
7951,113,50685,50685,PRON,PER,you,Basil Hallward
7952,113,50692,50692,PRON,PER,he,Basil Hallward
7954,115,50697,50698,PROP,PER,Dorian Gray,Mr. Dorian Gray
7955,115,50701,50701,PRON,PER,himself,Mr. Dorian Gray
7956,113,50703,50704,PROP,PER,Poor Basil,Basil Hallward
7957,115,50708,50708,PRON,PER,he,Mr. Dorian Gray
7958,115,50729,50729,PRON,PER,his,Mr. Dorian Gray
7959,115,50733,50733,PRON,PER,he,Mr. Dorian Gray
7960,115,50746,50746,PRON,PER,his,Mr. Dorian Gray
7962,115,50756,50756,PRON,PER,him,Mr. Dorian Gray
7967,115,50778,50778,PRON,PER,he,Mr. Dorian Gray
7968,115,50785,50785,PRON,PER,he,Mr. Dorian Gray
7969,115,50792,50792,PRON,PER,him,Mr. Dorian Gray
7970,115,50805,50805,PRON,PER,He,Mr. Dorian Gray
7971,115,50822,50822,PRON,PER,He,Mr. Dorian Gray
7972,115,50838,50838,PRON,PER,him,Mr. Dorian Gray
7974,115,50859,50859,PRON,PER,his,Mr. Dorian Gray
7976,115,50865,50865,PRON,PER,his,Mr. Dorian Gray
7978,115,50869,50869,PRON,PER,he,Mr. Dorian Gray
7980,115,50877,50877,PRON,PER,he,Mr. Dorian Gray
7982,115,50894,50894,PRON,PER,his,Mr. Dorian Gray
7983,115,50897,50897,PROP,PER,Dorian,Mr. Dorian Gray
7984,115,50912,50912,PRON,PER,He,Mr. Dorian Gray
7985,197,50918,50918,PROP,PER,Victor,Victor
7986,115,50943,50943,PRON,PER,he,Mr. Dorian Gray
7987,115,50950,50950,PRON,PER,his,Mr. Dorian Gray
7988,115,50957,50957,PRON,PER,he,Mr. Dorian Gray
7991,115,50967,50967,PRON,PER,he,Mr. Dorian Gray
7996,115,50989,50989,PRON,PER,his,Mr. Dorian Gray
7998,115,50998,50998,PRON,PER,him,Mr. Dorian Gray
8011,115,51068,51069,PROP,PER,Mr. Dorian,Mr. Dorian Gray
8053,115,51343,51343,PROP,PER,Dorian,Mr. Dorian Gray
8054,115,51348,51348,PRON,PER,his,Mr. Dorian Gray
8056,115,51356,51356,PRON,PER,His,Mr. Dorian Gray
8057,115,51382,51382,PRON,PER,his,Mr. Dorian Gray
8068,113,51518,51518,PROP,PER,Basil,Basil Hallward
8070,113,51532,51532,PROP,PER,Basil,Basil Hallward
8072,112,51539,51540,PROP,PER,Lord Henry,Lord Henry Wotton
8073,115,51553,51553,PRON,PER,his,Mr. Dorian Gray
8081,113,51625,51625,PROP,PER,Basil,Basil Hallward
8091,113,51790,51790,PROP,PER,Basil,Basil Hallward
8092,166,51794,51795,PROP,PER,Sibyl Vane,Miss Sibyl Vane
8110,112,51925,51926,PROP,PER,Lord Henry,Lord Henry Wotton
8111,112,51929,51929,PRON,PER,him,Lord Henry Wotton
8112,112,51932,51932,PRON,PER,him,Lord Henry Wotton
8113,112,51939,51939,PRON,PER,him,Lord Henry Wotton
8116,112,51965,51965,PRON,PER,him,Lord Henry Wotton
8119,219,51987,51988,PROP,PER,Mr. Hubbard,Mr. Hubbard
8120,219,51989,51989,PRON,PER,himself,Mr. Hubbard
8124,219,52012,52013,PROP,PER,Mr. Hubbard,Mr. Hubbard
8127,219,52043,52043,PRON,PER,him,Mr. Hubbard
8128,219,52049,52049,PRON,PER,he,Mr. Hubbard
8129,219,52052,52052,PRON,PER,his,Mr. Hubbard
8131,219,52055,52055,PRON,PER,He,Mr. Hubbard
8133,219,52062,52062,PRON,PER,him,Mr. Hubbard
8134,219,52065,52065,PRON,PER,he,Mr. Hubbard
8135,115,52073,52074,PROP,PER,Dorian Gray,Mr. Dorian Gray
8136,115,52080,52080,PROP,PER,Dorian,Mr. Dorian Gray
8138,115,52092,52092,PRON,PER,him,Mr. Dorian Gray
8139,115,52097,52097,PRON,PER,I,Mr. Dorian Gray
8140,115,52100,52100,PRON,PER,you,Mr. Dorian Gray
8141,115,52102,52103,PROP,PER,Mr. Gray,Mr. Dorian Gray
8142,115,52106,52106,PRON,PER,he,Mr. Dorian Gray
8143,115,52110,52110,PRON,PER,his,Mr. Dorian Gray
8144,115,52116,52116,PRON,PER,I,Mr. Dorian Gray
8145,115,52118,52118,PRON,PER,I,Mr. Dorian Gray
8146,115,52121,52121,PRON,PER,myself,Mr. Dorian Gray
8147,115,52130,52130,PRON,PER,I,Mr. Dorian Gray
8151,115,52156,52156,PRON,PER,I,Mr. Dorian Gray
8152,115,52166,52167,PROP,PER,Mr. Gray,Mr. Dorian Gray
8156,219,52185,52186,PROP,PER,Mr. Hubbard,Mr. Hubbard
8169,115,52259,52260,PROP,PER,Mr. Gray,Mr. Dorian Gray
8170,115,52262,52262,PRON,PER,I,Mr. Dorian Gray
8173,115,52288,52288,PROP,PER,Dorian,Mr. Dorian Gray
8174,115,52297,52297,PRON,PER,you,Mr. Dorian Gray
8175,115,52310,52310,PRON,PER,I,Mr. Dorian Gray
8182,115,52375,52376,PROP,PER,Mr. Gray,Mr. Dorian Gray
8185,219,52387,52388,PROP,PER,Mr. Hubbard,Mr. Hubbard
8196,219,52479,52480,PROP,PER,Mr. Hubbard,Mr. Hubbard
8199,115,52498,52498,PROP,PER,Dorian,Mr. Dorian Gray
8200,115,52500,52500,PRON,PER,his,Mr. Dorian Gray
8207,115,52540,52540,PRON,PER,I,Mr. Dorian Gray
8208,115,52550,52550,PROP,PER,Dorian,Mr. Dorian Gray
8209,115,52552,52552,PRON,PER,he,Mr. Dorian Gray
8215,115,52583,52583,PRON,PER,He,Mr. Dorian Gray
8217,115,52600,52600,PRON,PER,he,Mr. Dorian Gray
8220,115,52611,52611,PRON,PER,he,Mr. Dorian Gray
8223,115,52622,52622,PRON,PER,he,Mr. Dorian Gray
8224,138,52643,52646,PROP,PER,the last Lord Kelso,the last Lord Kelso
8226,115,52657,52657,PRON,PER,his,Mr. Dorian Gray
8227,115,52661,52661,PRON,PER,his,Mr. Dorian Gray
8229,115,52670,52670,PRON,PER,he,Mr. Dorian Gray
8230,115,52685,52685,PROP,PER,Dorian,Mr. Dorian Gray
8234,115,52714,52714,PRON,PER,he,Mr. Dorian Gray
8235,115,52719,52719,PRON,PER,himself,Mr. Dorian Gray
8237,115,52732,52732,PRON,PER,his,Mr. Dorian Gray
8244,115,52781,52781,PRON,PER,he,Mr. Dorian Gray
8245,115,52789,52789,PRON,PER,his,Mr. Dorian Gray
8246,115,52795,52795,PRON,PER,him,Mr. Dorian Gray
8247,115,52797,52797,PRON,PER,he,Mr. Dorian Gray
8248,115,52801,52801,PRON,PER,He,Mr. Dorian Gray
8249,115,52807,52807,PRON,PER,his,Mr. Dorian Gray
8250,115,52816,52816,PRON,PER,him,Mr. Dorian Gray
8251,115,52832,52832,PRON,PER,he,Mr. Dorian Gray
8252,115,52848,52848,PRON,PER,him,Mr. Dorian Gray
8254,115,52867,52867,PRON,PER,He,Mr. Dorian Gray
8259,115,52911,52911,PRON,PER,He,Mr. Dorian Gray
8260,115,52912,52912,PRON,PER,himself,Mr. Dorian Gray
8261,115,52920,52920,PRON,PER,he,Mr. Dorian Gray
8262,115,52926,52926,PRON,PER,his,Mr. Dorian Gray
8263,115,52929,52929,PRON,PER,He,Mr. Dorian Gray
8264,115,52931,52931,PRON,PER,his,Mr. Dorian Gray
8265,115,52944,52944,PRON,PER,his,Mr. Dorian Gray
8266,115,52971,52971,PRON,PER,his,Mr. Dorian Gray
8267,115,52976,52976,PRON,PER,him,Mr. Dorian Gray
8268,115,52980,52980,PRON,PER,him,Mr. Dorian Gray
8271,115,53030,53030,PRON,PER,he,Mr. Dorian Gray
8273,113,53036,53037,PROP,PER,Basil Hallward,Basil Hallward
8275,115,53155,53155,PRON,PER,he,Mr. Dorian Gray
8277,115,53166,53166,PRON,PER,him,Mr. Dorian Gray
8278,115,53168,53168,PRON,PER,his,Mr. Dorian Gray
8279,219,53190,53191,PROP,PER,Mr. Hubbard,Mr. Hubbard
8280,115,53196,53196,PRON,PER,he,Mr. Dorian Gray
8281,115,53205,53205,PRON,PER,I,Mr. Dorian Gray
8282,115,53208,53208,PRON,PER,I,Mr. Dorian Gray
8283,219,53210,53210,PRON,PER,you,Mr. Hubbard
8284,115,53214,53214,PRON,PER,I,Mr. Dorian Gray
8285,115,53230,53231,PROP,PER,Mr. Gray,Mr. Dorian Gray
8290,115,53268,53268,PRON,PER,I,Mr. Dorian Gray
8292,115,53301,53301,PROP,PER,Dorian,Mr. Dorian Gray
8294,219,53311,53312,PROP,PER,Mr. Hubbard,Mr. Hubbard
8295,115,53315,53315,PRON,PER,he,Mr. Dorian Gray
8296,115,53319,53319,PRON,PER,his,Mr. Dorian Gray
8298,115,53325,53325,PRON,PER,He,Mr. Dorian Gray
8301,115,53339,53339,PRON,PER,he,Mr. Dorian Gray
8302,115,53351,53351,PRON,PER,his,Mr. Dorian Gray
8303,115,53355,53355,PRON,PER,I,Mr. Dorian Gray
8305,115,53364,53364,PRON,PER,I,Mr. Dorian Gray
8307,115,53385,53386,PROP,PER,Mr. Gray,Mr. Dorian Gray
8310,219,53400,53401,PROP,PER,Mr. Hubbard,Mr. Hubbard
8313,115,53414,53414,PROP,PER,Dorian,Mr. Dorian Gray
8315,115,53427,53427,PRON,PER,He,Mr. Dorian Gray
8318,115,53446,53446,PROP,PER,Dorian,Mr. Dorian Gray
8319,115,53455,53455,PRON,PER,his,Mr. Dorian Gray
8320,115,53458,53458,PRON,PER,He,Mr. Dorian Gray
8322,115,53476,53476,PRON,PER,his,Mr. Dorian Gray
8323,115,53480,53480,PRON,PER,his,Mr. Dorian Gray
8325,115,53488,53488,PRON,PER,he,Mr. Dorian Gray
8327,115,53526,53526,PRON,PER,his,Mr. Dorian Gray
8332,112,53549,53550,PROP,PER,Lord Henry,Lord Henry Wotton
8333,197,53599,53599,PROP,PER,Victor,Victor
8334,197,53603,53603,PRON,PER,He,Victor
8335,197,53606,53606,PRON,PER,he,Victor
8342,197,53632,53632,PRON,PER,He,Victor
8343,197,53649,53649,PRON,PER,he,Victor
8344,197,53679,53679,PRON,PER,he,Victor
8345,197,53682,53682,PRON,PER,him,Victor
8351,197,53709,53709,PRON,PER,He,Victor
8355,197,53760,53760,PRON,PER,He,Victor
8356,197,53766,53766,PRON,PER,himself,Victor
8357,112,53772,53773,PROP,PER,Lord Henry,Lord Henry Wotton
8358,112,53783,53783,PRON,PER,he,Lord Henry Wotton
8359,197,53785,53785,PRON,PER,him,Victor
8360,197,53797,53797,PRON,PER,him,Victor
8361,197,53801,53801,PRON,PER,he,Victor
8363,197,53812,53812,PRON,PER,He,Victor
8365,197,53837,53837,PRON,PER,his,Victor
8371,166,53877,53878,PROP,PER,Sibyl Vane,Miss Sibyl Vane
8380,197,53942,53942,PRON,PER,He,Victor
8382,197,53976,53976,PRON,PER,He,Victor
8383,112,53982,53983,PROP,PER,Lord Henry,Lord Henry Wotton
8384,197,53987,53987,PRON,PER,him,Victor
8385,197,53997,53997,PRON,PER,him,Victor
8386,197,54006,54006,PROP,PER,Victor,Victor
8389,115,54045,54046,PROP,PER,Dorian Gray,Mr. Dorian Gray
8390,166,54050,54051,PROP,PER,Sibyl Vane,Miss Sibyl Vane
8391,115,54061,54062,PROP,PER,Dorian Gray,Mr. Dorian Gray
8392,166,54066,54066,PRON,PER,her,Miss Sibyl Vane
8393,197,54068,54068,PRON,PER,His,Victor
8394,112,54076,54077,PROP,PER,Lord Henry,Lord Henry Wotton
8395,197,54080,54080,PRON,PER,him,Victor
8396,197,54086,54086,PRON,PER,he,Victor
8397,197,54089,54089,PRON,PER,He,Victor
8398,197,54105,54105,PRON,PER,him,Victor
8399,197,54126,54126,PRON,PER,himself,Victor
8400,197,54144,54144,PRON,PER,he,Victor
8401,197,54154,54154,PRON,PER,he,Victor
8402,197,54162,54162,PRON,PER,him,Victor
8404,197,54187,54187,PRON,PER,him,Victor
8405,197,54191,54191,PRON,PER,he,Victor
8406,197,54201,54201,PRON,PER,him,Victor
8407,197,54206,54206,PRON,PER,he,Victor
8423,197,54486,54486,PRON,PER,he,Victor
8424,197,54505,54505,PRON,PER,him,Victor
8425,197,54534,54534,PRON,PER,He,Victor
8426,197,54542,54542,PRON,PER,he,Victor
8427,197,54551,54551,PRON,PER,his,Victor
8429,197,54555,54555,PRON,PER,him,Victor
8430,197,54565,54565,PRON,PER,he,Victor
8432,197,54588,54588,PRON,PER,his,Victor
8433,197,54603,54603,PRON,PER,he,Victor
8435,197,54609,54609,PRON,PER,he,Victor
8436,112,54611,54612,PROP,PER,Lord Henry,Lord Henry Wotton
8438,197,54628,54628,PRON,PER,I,Victor
8439,112,54633,54633,PROP,PER,Harry,Lord Henry Wotton
8440,197,54636,54636,PRON,PER,he,Victor
8441,112,54645,54645,PRON,PER,your,Lord Henry Wotton
8442,112,54650,54650,PRON,PER,you,Lord Henry Wotton
8443,197,54652,54652,PRON,PER,me,Victor
8444,197,54655,54655,PRON,PER,me,Victor
8445,197,54657,54657,PRON,PER,I,Victor
8447,197,54671,54671,PRON,PER,you,Victor
8448,197,54678,54678,PRON,PER,his,Victor
8453,112,54695,54695,PROP,PER,Harry,Lord Henry Wotton
8456,197,54713,54713,PRON,PER,you,Victor
8457,112,54720,54721,PROP,PER,Lord Henry,Lord Henry Wotton
8460,115,54735,54736,PROP,PER,Dorian Gray,Mr. Dorian Gray
8461,115,54740,54740,PRON,PER,himself,Mr. Dorian Gray
8462,115,54758,54758,PRON,PER,he,Mr. Dorian Gray
8463,115,54763,54763,PRON,PER,himself,Mr. Dorian Gray
8464,115,54767,54767,PRON,PER,He,Mr. Dorian Gray
8466,115,54797,54797,PRON,PER,his,Mr. Dorian Gray
8467,115,54809,54809,PRON,PER,he,Mr. Dorian Gray
8470,115,54844,54844,PRON,PER,him,Mr. Dorian Gray
8471,115,54851,54851,PRON,PER,himself,Mr. Dorian Gray
8472,115,54862,54862,PRON,PER,him,Mr. Dorian Gray
8473,115,54868,54868,PRON,PER,his,Mr. Dorian Gray
8474,115,54874,54874,PRON,PER,he,Mr. Dorian Gray
8475,115,54882,54882,PRON,PER,he,Mr. Dorian Gray
8477,115,54893,54893,PRON,PER,He,Mr. Dorian Gray
8479,115,54931,54931,PRON,PER,his,Mr. Dorian Gray
8481,115,54981,54981,PRON,PER,he,Mr. Dorian Gray
8482,115,55011,55011,PRON,PER,himself,Mr. Dorian Gray
8485,115,55021,55021,PRON,PER,he,Mr. Dorian Gray
8486,113,55035,55036,PROP,PER,Basil Hallward,Basil Hallward
8488,113,55042,55042,PRON,PER,him,Basil Hallward
8489,113,55048,55048,PRON,PER,him,Basil Hallward
8490,113,55060,55060,PRON,PER,him,Basil Hallward
8491,113,55070,55070,PRON,PER,his,Basil Hallward
8494,113,55090,55090,PRON,PER,his,Basil Hallward
8496,113,55095,55095,PRON,PER,him,Basil Hallward
8497,113,55097,55097,PRON,PER,He,Basil Hallward
8498,113,55107,55107,PRON,PER,himself,Basil Hallward
8500,115,55120,55121,PROP,PER,Dorian Gray,Mr. Dorian Gray
8502,113,55133,55133,PRON,PER,his,Basil Hallward
8504,113,55139,55139,PRON,PER,His,Basil Hallward
8508,113,55166,55166,PRON,PER,he,Basil Hallward
8511,113,55208,55208,PRON,PER,his,Basil Hallward
8514,113,55218,55218,PRON,PER,he,Basil Hallward
8515,113,55219,55219,PRON,PER,himself,Basil Hallward
8518,113,55237,55237,PRON,PER,him,Basil Hallward
8519,113,55253,55254,PROP,PER,Basil Hallward,Basil Hallward
8520,113,55258,55258,PRON,PER,him,Basil Hallward
8521,113,55283,55283,PRON,PER,him,Basil Hallward
8522,113,55298,55298,PRON,PER,his,Basil Hallward
8523,113,55303,55303,PRON,PER,He,Basil Hallward
8524,113,55310,55310,PRON,PER,his,Basil Hallward
8525,113,55322,55322,PRON,PER,his,Basil Hallward
8526,113,55326,55326,PRON,PER,He,Basil Hallward
8527,113,55376,55376,PRON,PER,He,Basil Hallward
8528,113,55379,55379,PRON,PER,his,Basil Hallward
8529,113,55394,55394,PRON,PER,He,Basil Hallward
8530,113,55418,55418,PRON,PER,his,Basil Hallward
8535,113,55451,55451,PRON,PER,his,Basil Hallward
8536,113,55456,55456,PRON,PER,he,Basil Hallward
8537,113,55462,55462,PRON,PER,he,Basil Hallward
8538,113,55466,55466,PRON,PER,his,Basil Hallward
8539,112,55496,55497,PROP,PER,Lord Henry,Lord Henry Wotton
8540,113,55502,55502,PRON,PER,him,Basil Hallward
8545,113,55523,55523,PRON,PER,he,Basil Hallward
8546,113,55528,55528,PRON,PER,he,Basil Hallward
8547,113,55533,55533,PRON,PER,He,Basil Hallward
8548,113,55542,55542,PRON,PER,he,Basil Hallward
8550,113,55547,55547,PRON,PER,he,Basil Hallward
8551,113,55557,55557,PRON,PER,his,Basil Hallward
8553,113,55581,55581,PRON,PER,he,Basil Hallward
8555,113,55588,55588,PRON,PER,his,Basil Hallward
8558,113,55602,55602,PRON,PER,his,Basil Hallward
8561,113,55611,55611,PRON,PER,His,Basil Hallward
8563,112,55620,55621,PROP,PER,Lord Henry,Lord Henry Wotton
8564,113,55624,55624,PRON,PER,him,Basil Hallward
8569,115,55697,55698,PROP,PER,Dorian Gray,Mr. Dorian Gray
8577,113,55749,55749,PRON,PER,he,Basil Hallward
8582,113,55779,55779,PRON,PER,he,Basil Hallward
8584,113,55796,55796,PRON,PER,him,Basil Hallward
8586,113,55867,55867,PRON,PER,him,Basil Hallward
8587,113,55869,55869,PRON,PER,His,Basil Hallward
8588,113,55883,55883,PRON,PER,he,Basil Hallward
8591,113,55906,55906,PRON,PER,him,Basil Hallward
8592,113,55910,55910,PRON,PER,he,Basil Hallward
8593,113,55921,55921,PRON,PER,his,Basil Hallward
8594,113,55926,55926,PRON,PER,him,Basil Hallward
8595,113,55937,55937,PRON,PER,he,Basil Hallward
8596,113,55952,55952,PRON,PER,him,Basil Hallward
8597,113,55954,55954,PRON,PER,his,Basil Hallward
8598,113,55971,55971,PRON,PER,he,Basil Hallward
8599,113,55979,55979,PRON,PER,his,Basil Hallward
8602,113,55998,55998,PRON,PER,his,Basil Hallward
8603,113,56001,56001,PRON,PER,he,Basil Hallward
8605,113,56039,56039,PRON,PER,He,Basil Hallward
8609,115,56124,56125,PROP,PER,Dorian Gray,Mr. Dorian Gray
8615,113,56191,56191,PRON,PER,he,Basil Hallward
8617,113,56200,56200,PRON,PER,he,Basil Hallward
8625,113,56300,56300,PRON,PER,his,Basil Hallward
8627,112,56311,56312,PROP,PER,Lord Henry,Lord Henry Wotton
8660,115,56917,56918,PROP,PER,Dorian Gray,Mr. Dorian Gray
8661,115,56936,56936,PRON,PER,his,Mr. Dorian Gray
8662,115,56962,56962,PRON,PER,he,Mr. Dorian Gray
8663,115,56971,56971,PRON,PER,he,Mr. Dorian Gray
8664,115,56978,56978,PRON,PER,his,Mr. Dorian Gray
8665,115,56982,56982,PRON,PER,himself,Mr. Dorian Gray
8667,115,57002,57002,PRON,PER,his,Mr. Dorian Gray
8670,115,57045,57045,PRON,PER,him,Mr. Dorian Gray
